rating,username,content
5.0,히땡이,"셰프님이 정말 친절하셨고 음식 설명이나 궁금한 것들 모두 답변 잘해주셔서 좋았습니다!
물론 음식이 넘 맛있었어요 ♡
우니, 멍게 같은 해산물을 원래 비려서 잘 못먹는데
역시 좋은 해산물 쓰셔서 그런지 처음으로 우니 다 맛있게 먹었답니다!
여쭤보셔서 기념일로 온거라고 했는데
깜짝 케이크 선물까지♡♡
다음엔 생일 기념으로 또 방문하려구요!"
5.0,건강한 개척가_66682,너무너무 맛있게 먹고 이슬기 쉐프님 친절하고 재치도 있으시고 최고였습니다 덕분에 행복한하루로 마무리 했습니다
5.0,월급은곧식대,이슬기 셰프님 팬이라서 그런게 아니고 정말 시간 가는줄 모르고 배터지게 먹었어요! 열심히 벌어서 또 갈게요!
5.0,엄몽식,"생일에 방문했어요.
정용관 셰프님의 나긋한 말솜씨로
음식 설명도 너무 좋았고 먹는 내내 편안했습니다."
5.0,유밀._.,남친 생일이라 예약하고 방문했습니다! 맛이며 분위기 모든게 완벽했고 개개인의 양을 확인하시며 적절하게 조절해주시는게 좋았어요! 뭐하나 맛없는것없이 다 맛있었음. 부족한거 더 달라고 말 할 필요없이 알아서 채워주셔서 감동했습니다. 처음부터 마지막까지 셰프님이 신경쓰신게 느껴졌어요! 다음번에도 다시 방문할께요!
5.0,활기찬 셀럽_68335,"맛도 최고 서비스도 최고~ 두 시간 동안 맛있는 음식을 먹으면서 유쾌한 공연을 보는 기분이었어요~☺
왜 유명하신지 한 번만 먹어보면 알게 되는 곳 같아요!!
예약이 어려워서 못 올 수는 있어도~ 한번 와봤는데~ 또 안 오기는 힘든 곳 같아요~ 저도 이번이 세 번째인데 계속 계속 방문 예정입니다~👍🏻"
5.0,난오주,"아들이 가보고 싶어해서
가족식사로 방문했는데... 가족들 모두 만족하며 식사했습니다~"
5.0,경쾌한 개척가_60907,"코우지 셰프님 최고

음식 모두 맛있고 분위기도 최고!

다음에 또 방문하겠습니다😘"
4.5,고독한 식도락가_69280,"연말에 뜻깊은 식사가 되었습니다
음식 맛있고요 대화도 잘 이끌어 주시고 감사하네요"
5.0,깜찍한 셀럽,"눈도 입도 귀도 너무 즐거웠던 시간이었다. 일단 음식은 말할 것도 없이 하나같이 너무 맛있고 이전에 먹었던 스시와 사시미와 확실히 다름. 특히 쉐프님의 유쾌하신 설명과 친절함이 그 맛과 분위기를 더 했다. 함께가신 부모님 모두 다채로운 맛과 즐거움에 너무 만족해하셨다. 다음에 또 다시 올 곳! 내 최애는 우니,청어,전복튀김,참치!!! 다 맛있었지만 진짜👍👍"
5.0,minini,두번째 방문인데 역시 만족스러워요 ㅎㅎ 특히 청어랑 참치 맛있었어요 참치도 여러부위를 주셔서 넘 행복했습니당 서브해주시는 속도도 딱 좋고 코우지상의 유쾌한 접객도 늘 기분 좋은 가게입니다 재방문의사 백프로💗
5.0,연수S2,슬기 셰프님 덕분에 훈훈한 분위기에서 정말 맛있게 식사했습니다~ 음식은 간이 너무 세지 않고 적당히 슴슴해서 재료 본연의 맛을 더 잘 느낄 수 있었어요. 다음에 또 방문하고 싶을 만큼 만족합니다!
5.0,제리입니당,"잘먹는 사람으로써 배가 안차지않을까 걱정됐는데
양껏 주시는것도 넘 만족스러웠구요!
메뉴하나하나 친근하게 설명해주시는것도
넘 좋았습니다 :) 친구랑 둘이 갔는데 정말 인상깊었던 점심식사였습니다.
오마카세가 배가 안찬다? 여기가세요
질로 승부보시지만
양도 결코 만만하지 않습니다~"
5.0,Ruby neko,"오랜만에 다녀왔내요.
사진은 기록용이라 크게 최선을 다해 찍지는 않습니다..
구성에 큰 변화는 없었지만
역시 맛있는건 여전히 맛있내요.
다음번에도 또 방문했으면 좋겠습니다!
아지 맛있었어요!ㅎㅎ
친절한 설명도 이야기도 재밌었습니다!"
5.0,풍납동,"장모님 장인어른과 함께 가족식사로 방문했는데 생선 위주의 메뉴 구성과 신선한 생선이 너무 좋았어요 셰프님도 계속 이야기 들어주고 궁금하거나 생선 부위에 대해서 계속 친절하게 설명해주셔서 알아가면서 먹는 재미가 아주 좋았어요
점심으로 가도 매우 만족스럽습니다! 너무 맛있었어요"
5.0,장지동조장지,유명한데에는 이유가 있군요!! 2025 최고의 식사였습니다
5.0,히밤,맛있고 서비스가 좋아요. 거기에 유머를 곁들인.
5.0,송이덕후,"모든 날, 모든 날것들이 맛있었다.

정용관 쉐프님의 편안한 입담과 배려에 맛있는 음식이 함께해서 행복한 식사였습니다.

특별한 날을 더 특별하게 만들어주셔서 감사합니다."
5.0,특별한 식객_44033,"가격대를 감안해도 만족스러운 식사였습니다. 원물 자체도 굉장히 좋은데, 샤리가 정말 맛있었어요! 양도 많은 편이라 여성분들은 처음부터 작게 드시는게 좋을 것 같습니다. 접객도 굉장히 좋았고, 디저트까지 신경쓰신 느낌이 많이 나서 전반적으로 만족스러웠습니다!"
5.0,p95,정용관 셰프님 정말 맛있게 먹었습니다 ㅎㅎ
4.7,개구진 식객_79066,"첫 오마카세인데 분위기 풀어주시고
서프라이즈 해주셔서 감사드립니다 :)
인생에서 손꼽힐 정도로 몇점은 최고였습니다.
보물섬 영상 보고 방문했는데 후회 안 합니다!"
5.0,딸기맛스시,정부장님은 그냥 믿고 가는겁니다
5.0,경쾌한 미식가_98449,"생일기념으로 남자친구와 갔는데 진짜 너무 마싯었고
코우지셰프님이 유쾌하고 중간중간 잘 챙겨주셨습니다❤️
다음에도 재방문 의사가 있고 즐거웠어요😛😋"
4.7,안드레날린,가게가 작아서 그런지 자리가 너무 옆사람이랑 다닥다닥 붙어있어서 쫌 불편했어요.. 그래도 점심 맛있게 잘 먹었습니당.몇개는 못찍었는데 가격대비 음.
5.0,Hjhjswti,즐거운 시간이었습니다^^
5.0,Dolco,"늘 맛있고 즐겁게 먹다옵니다

(불편한 정도는 아니였지만 전복 때 나온 와사비가 살짝 쎘고 학꽁치에서 껍질이 살짝 나온거는 의견 남깁니다^^)"
5.0,욤뇽뇽냥,"즐겁게 식사 할수있는 분위기 만들어주셔서 감사합니다
유튜브에서 보고 가보고 싶었는데
오늘에서야 왔네여 또 방문하도록 하겠습니다 ❤️"
5.0,Y.G,이슬기 쉐프님 만쉐
5.0,솔직한 미식가_66974,가격이 안 아까울 정도의 맛과 양이었습니다. 셰프님께서 친절히 메뉴도 설명해주시고 말도 계속 재밌게 걸어주셔서 식사 내내 즐거웠습니다.
5.0,비범한 식객_88578,"하나하나 다 맛있었고 차분하게 설명을 잘해주셔서 더 좋게 느껴졌습니다 맛있는데 배부르기까지 해서 기분이 좋네요
잘먹었습니다!"
5.0,인기많은 미식가_42167,"코우지 셰프님께 다녀왔습니다.
스시를 평소에 잘 못먹는 와이프도 아무 부담없이 맛있게 즐기고 왔습니다.
알러지가 있거나 못먹는 것 등등 하나하나 꼼꼼하게 물어보시며, 재밌게 설명도 해주시고 즐겁게 점심 먹었어요."
5.0,가루재사니,"회사동료들과 쉐프님과 함께 스시코우지에서
좋은 시간 보냈습니다💕
너무 맛있었고 금태는 진짜 최고였어요 ~
유자 하이볼도 너무 맛있었어요!
마지막에 나오는 쑥 아이스크림도 너무 맛있어서
집에 챙겨가고 싶었어요 ~~~
쉐프님이 일일히 신경써주셔서 감사했습니다 👼
다음에 또 오고싶어요"
4.7,JUSTIN JOONHO,두번째 방문인데 전관용 실장님너무 잘해주셨어요 외국에서왔는데 친구도 너무 맘에들어해서 더 좋았습니다
5.0,♡SSong♡,"스시를 좋아하는편은 아니었어요..ㅋ 근데 남자친구가 이곳에서 먹어보면 생각이 바뀔거라고 데리고 와줬는데 남자친구 말이 맞았네요~!!^^ 먹는 내내 감탄했어용~!!
또 방문하겠습니다~!!"
5.0,먕이와곰팅이,"우니의 온도감과 식감이 좋았습니다.
도화새우의 식감과 향도 좋았습니다.
이번에 기억에 남는거는 감성돔이랑 줄무늬 전갱이를 딱 맛있게 먹었다는 것입니다.
다음 시즌도 기대됩니다:)"
4.5,인생은놀이동산,다시 꼭 갈께요! 친구들과 했는데 부모님 모시고 가고싶네요!
5.0,쵸코베베맘,기념일이라 다녀왔는데 분위기도 좋고 쉐프님의 챙겨주심도 편했어요. 무엇보다 맛이~~~너무 훌륭해요. 과하지 않는 맛. 그리고 양도 많아요! 가족들 데리고 또 가보고싶어요.
5.0,건국현,이슬기 셰프님이 우니 5만5000원어치 스시 만들어 주셔서 맛있게 잘 먹었습니다
5.0,진진자라1,"처음부터 끝까지 너무 좋았고 맛있었어요
오랜만에 느끼는 행복한 저녁시간이었달까요"
5.0,이림리,정용관셰프님 손이 너무이쁘세요 맛도 나무좋고 위트도 있우시구
5.0,든남이,"이슬기 셰프님 덕분에 유쾌하고
너무 맛있게 잘먹고갑니당!!"
5.0,제리둡,너무 재밋게 맛있게 잘 먹었습니다!! 코우지TV도 찾아보고 코셰프님의 스시 사랑이 느껴져요 ㅎㅎ 오마카세 첫 시작을 스시코우지에서 해서 좋네요!!
5.0,여름S2,"생일에 행복한 하루를 보냈습니다!
재방문 하겠습니다 -!"
5.0,모노폴,맛있게 잘 먹었습니다. 다음에 또 방문할께요! ^^
5.0,쵸쵸코,"남자친구 생일겸 디너방문했어요
코우지셰프님의 디너는 진짜 최고의디너였어요
너무 맛있고 즐거운 시간이였어요.
기념일에 방문으로 최고❤️"
5.0,매운조청유과,너무 맛있고 기분 좋게 배불렀습니다. 기념일이라 챙겨주시고 축하해주신 것도 너무 감사했습니다. 아내가 스시에 맛들어서 좋습니다^^
5.0,황금올리브입니다.,"금액이 전혀 아깝지 않은 식사였습니다. 오히려 저렴하다고 느꼈습니다.
구성도 너무 알차고 맛은 두말할 필요가 없습니다.👍👍"
5.0,sr5310,"맛,퍼포먼스 모두 최고 입니다 ^^"
5.0,숟가락살인마ㅏ,정용관 셰프님 그냥 최고입니다.
5.0,기선1,"코우지 셰프님이 선사하는 최고의 미식 경험

기대는 하고 갔지만 모든게 상상이상이었던
최고의 경험 하고갑니다 감사했습니다"
5.0,박주형133,완전 맛있고 배불러용 평일에도 꼭 재방문할 의사있습니다. 특별히 생일도 챙겨주셔서 감동이었습니다 ♥
5.0,조재현..,👍
5.0,라라다랑어,매우 좋은 경험이었습니다. 음식 맛은 물론 셰프님의 재치 까지 완벽한 하루 입니다.
5.0,개똘마니,기념일로 알차게 먹고 쉐프님이랑 사진도 찍고 맛잇고 재미있는 시간이엿습니다 ㅎ
5.0,푸드색서,"비린거 못먹는 초딩 입맛에도 먹을 수있는 스시!!!
다음에 또 갈께요 ㅠㅠ"
5.0,이삭쓰,"리뷰 쓴다고 사진첩 들어갔는데 또 먹고싶어지네요 아
내일 예약 가능한가요?"
5.0,jhceci,너무 설명 잘하고 싱싱한 맛난 메뉴로 너무 배부르게 잘 먹었습니다.
5.0,홍주완,"너무 맛있게 잘먹고 갑니다!!
전부다 너무 맛있었고 접대도 좋았어요"
5.0,루키엄마임,너무 맛있고 친절해용 덕분에 생일파티 근사하게 보냈어요❤️
5.0,.ㄱ.,넘 맛있구 셰프님도 유쾌하셔서 식사 하는동안 넘 좋았어요!
5.0,Yoon.D,맛 서비스 다 좋았습니다. 화장실 관리가 좀 아쉬웠어요!
5.0,곰돌스키°,"즐거운 식사 시간이었습니다^^
눈도 입도 즐거웠네요~"
5.0,joon1996,최고의 맛과 서비스 더 이상 설명이 필요없습니다.
5.0,정지철임,위트있는 셰프님과 맛있는 오마카세 였습니다 ㅎㅎ
5.0,샌드위치백작,역시 코우지 쉐프님. 샤리가 너무 맛있었습니다
5.0,ododo31,너무너무 맛있었습니다ㅎㅎ
5.0,위드코쇼,말해뭐해~
5.0,시애틀피바다,맛있어요
4.5,kdmn,"코우지사단 명성 유명한데 코우지 한번쯤 방문해보고싶었는데 코우지 셰프님 뵙고 식사했어요. 셰프님 굉장히 위트있고 유쾌하셔서 즐겁게 식사했고 템포도 괜찮은 편, 스시 나올 때 샤리 양을 먼저 체크해주시는 배려도 좋았어요 코스에서 가장 기억에 남는 건 우니였어요. 다른 오마카세에 방문했을 때 보다 우니가 신선해서 우니가 들어간 모든 요리를 정말 맛있게 먹었고 츠마미 코스에선 광어사시미와 안키모(아귀간)이 기억에 남아요 아귀간이 정말 고소했어요 스시 코스에선 숙성시킨 참치 사시미를 올린 스시가 굉장히 부드러워서 기억에 남아요. 튀김 요리에서는 스페셜함을 찾을 수 없었고 위에 언급한 것들 외에 대다수 사시미는 신선하다는 느낌을 받지는 못했지만 꽤 만족한 식사였어요. 디저트도 직접 만들어서 내어주셨는데 좋았어요. 코우지 코스는 양이 많은 편이라 이 점 참고하여 방문하시면 좋을 거 같아요 서비스 부분은 베스트였습니다. 재방문을 한다면 우니가 먹고싶은 날 한번쯤 생각 날 거 같습니다. 오마카세 입문자분들에게 추천하고 싶은 곳이에요!"
5.0,신나는 맛사냥꾼_13881,"오늘 남친 생일 기념으로 스시코우지에 방문했어요!
정용관 셰프님이 담당해주셨는데 오마카세 중에 제일 만족스러운 식사였어요!! 앵콜스시도 2개나 주셨고, 하나하나 만들어주실 때 설명도 자세히 해주시고 먹는 내내 신경써주신다는 느낌을 받아 아주 행복한 점심식사였습니다.
다음에는 디너로도 꼭 와보고 싶어요 !"
5.0,먹깨비7777777,"정용관 셰프님은 위트있는 편안함을 제공해서
너무 좋아요 ㅎㅎㅎ
음식은 말해 모하겠습니까 사진으로만 봐도 안먹어봐도
눈으로 알수 있는 수준이에요~~훌륭하시죠~~
청어 일등 셰프님 ㅎㅎㅎㅎ
식사내내 모든공간의 분위기가 으뜸이였습니다
식간중 고객들의 분위기 흐름을 잡을수 있는 접객또한
아주 우수하신분이라 만족도가 100프로입니다
온전히 셰프님께 맡기고~
흐름에 집중하시면 최고의 식사를 하실수 있을거 같아요~
정용관 셰프님 👍🏻👍🏻👍🏻👍🏻"
5.0,온화한 식객_56556,일요일 런치에 방문했고 신선한 재료와 셰프님의 정성이 잘 어우러져 특색 있으면서도 맛있고 고급지면서도 배부른 식사였습니다. 점원분들의 빠르고 친절한 서비스도 좋았고 코우지 셰프님의 재치있는 말씀과 센스있는 밥양 조절도 좋았습니다. (사진에 우니단새우 스시가 빠졌네요ㅠ) 방문전엔 가격이 부담스럽게 느껴졌으나 식사후 매우 만족스러워 재방문의사 200%입니다. 사실 긴 설명 필요없고 일단 방문해야 알 수 있는 스시코우지만의 맛과 분위기가 있음을 알려드립니다.^^
